,ds,y
148,2022-03-23 18:45:00,33
149,2022-03-23 18:30:00,38
150,2022-03-23 18:15:00,38
151,2022-03-23 18:00:00,37
152,2022-03-23 17:45:00,22
153,2022-03-23 17:30:00,25
154,2022-03-23 17:15:00,22
155,2022-03-23 17:00:00,24
156,2022-03-23 16:45:00,27
157,2022-03-23 16:30:00,27
158,2022-03-23 16:15:00,24
159,2022-03-23 16:00:00,26
160,2022-03-23 15:45:00,29
161,2022-03-23 15:30:00,29
162,2022-03-23 15:15:00,27
163,2022-03-23 15:00:00,26
164,2022-03-23 14:45:00,22
165,2022-03-23 14:30:00,27
166,2022-03-23 14:15:00,22
167,2022-03-23 14:00:00,23
168,2022-03-23 13:45:00,30
169,2022-03-23 13:30:00,39
170,2022-03-23 13:15:00,25
171,2022-03-23 13:00:00,31
172,2022-03-23 12:45:00,37
173,2022-03-23 12:30:00,32
174,2022-03-23 12:15:00,32
175,2022-03-23 12:00:00,41
176,2022-03-23 11:45:00,13
177,2022-03-23 11:30:00,21
178,2022-03-23 11:15:00,19
179,2022-03-23 11:00:00,12
180,2022-03-23 10:45:00,14
181,2022-03-23 10:30:00,15
182,2022-03-23 10:15:00,15
183,2022-03-23 10:00:00,16
184,2022-03-23 09:45:00,18
185,2022-03-23 09:30:00,14
186,2022-03-23 09:15:00,12
187,2022-03-23 09:00:00,13
188,2022-03-23 08:45:00,8
189,2022-03-23 08:30:00,8
190,2022-03-23 08:15:00,6
191,2022-03-23 08:00:00,11
192,2022-03-23 07:45:00,3
193,2022-03-23 07:30:00,2
194,2022-03-23 07:15:00,5
195,2022-03-23 07:00:00,3
196,2022-03-23 06:45:00,4
197,2022-03-23 06:30:00,4
198,2022-03-23 06:15:00,1
199,2022-03-23 06:00:00,3
200,2022-03-23 05:45:00,2
201,2022-03-23 05:30:00,1
202,2022-03-23 05:15:00,3
203,2022-03-23 05:00:00,1
204,2022-03-23 04:45:00,1
205,2022-03-23 04:30:00,1
206,2022-03-23 04:15:00,1
207,2022-03-23 04:00:00,1
208,2022-03-23 03:45:00,1
209,2022-03-23 03:30:00,1
210,2022-03-23 03:15:00,1
211,2022-03-23 03:00:00,1
212,2022-03-23 02:45:00,1
213,2022-03-23 02:30:00,1
214,2022-03-23 02:15:00,1
215,2022-03-23 02:00:00,1
216,2022-03-23 01:45:00,5
217,2022-03-23 01:30:00,1
218,2022-03-23 01:15:00,3
219,2022-03-23 01:00:00,5
220,2022-03-23 00:45:00,7
221,2022-03-23 00:30:00,6
222,2022-03-23 00:15:00,9
223,2022-03-23 00:00:00,9
224,2022-03-22 23:45:00,11
225,2022-03-22 23:30:00,14
226,2022-03-22 23:15:00,16
227,2022-03-22 23:00:00,15
228,2022-03-22 22:45:00,25
229,2022-03-22 22:30:00,22
230,2022-03-22 22:15:00,22
231,2022-03-22 22:00:00,26
232,2022-03-22 21:45:00,35
233,2022-03-22 21:30:00,34
234,2022-03-22 21:15:00,40
235,2022-03-22 21:00:00,38
236,2022-03-22 20:45:00,51
237,2022-03-22 20:30:00,43
238,2022-03-22 20:15:00,48
239,2022-03-22 20:00:00,46
240,2022-03-22 19:45:00,37
241,2022-03-22 19:30:00,40
242,2022-03-22 19:15:00,35
243,2022-03-22 19:00:00,37
244,2022-03-22 18:45:00,39
245,2022-03-22 18:30:00,38
246,2022-03-22 18:15:00,37
247,2022-03-22 18:00:00,39
248,2022-03-22 17:45:00,23
249,2022-03-22 17:30:00,22
250,2022-03-22 17:15:00,25
251,2022-03-22 17:00:00,22
252,2022-03-22 16:45:00,29
253,2022-03-22 16:30:00,22
254,2022-03-22 16:15:00,26
255,2022-03-22 16:00:00,24
256,2022-03-22 15:45:00,25
257,2022-03-22 15:30:00,28
258,2022-03-22 15:15:00,26
259,2022-03-22 15:00:00,27
260,2022-03-22 14:45:00,22
261,2022-03-22 14:30:00,22
262,2022-03-22 14:15:00,29
263,2022-03-22 14:00:00,22
264,2022-03-22 13:45:00,36
265,2022-03-22 13:30:00,31
266,2022-03-22 13:15:00,23
267,2022-03-22 13:00:00,33
268,2022-03-22 12:45:00,25
269,2022-03-22 12:30:00,34
270,2022-03-22 12:15:00,32
271,2022-03-22 12:00:00,28
272,2022-03-22 11:45:00,15
273,2022-03-22 11:30:00,15
274,2022-03-22 11:15:00,13
275,2022-03-22 11:00:00,18
276,2022-03-22 10:45:00,19
277,2022-03-22 10:30:00,17
278,2022-03-22 10:15:00,16
279,2022-03-22 10:00:00,14
280,2022-03-22 09:45:00,20
281,2022-03-22 09:30:00,21
282,2022-03-22 09:15:00,19
283,2022-03-22 09:00:00,12
284,2022-03-22 08:45:00,11
285,2022-03-22 08:30:00,9
286,2022-03-22 08:15:00,8
287,2022-03-22 08:00:00,6
288,2022-03-22 07:45:00,2
289,2022-03-22 07:30:00,3
290,2022-03-22 07:15:00,2
291,2022-03-22 07:00:00,3
292,2022-03-22 06:45:00,4
293,2022-03-22 06:30:00,2
294,2022-03-22 06:15:00,3
295,2022-03-22 06:00:00,1
296,2022-03-22 05:45:00,1
297,2022-03-22 05:30:00,1
298,2022-03-22 05:15:00,3
299,2022-03-22 05:00:00,1
300,2022-03-22 04:45:00,1
301,2022-03-22 04:30:00,1
302,2022-03-22 04:15:00,1
303,2022-03-22 04:00:00,1
304,2022-03-22 03:45:00,1
305,2022-03-22 03:30:00,1
306,2022-03-22 03:15:00,1
307,2022-03-22 03:00:00,1
308,2022-03-22 02:45:00,1
309,2022-03-22 02:30:00,1
310,2022-03-22 02:15:00,1
311,2022-03-22 02:00:00,1
312,2022-03-22 01:45:00,6
313,2022-03-22 01:30:00,3
314,2022-03-22 01:15:00,5
315,2022-03-22 01:00:00,6
316,2022-03-22 00:45:00,9
317,2022-03-22 00:30:00,8
318,2022-03-22 00:15:00,8
319,2022-03-22 00:00:00,9
320,2022-03-21 23:45:00,14
321,2022-03-21 23:30:00,11
322,2022-03-21 23:15:00,11
323,2022-03-21 23:00:00,11
324,2022-03-21 22:45:00,23
325,2022-03-21 22:30:00,24
326,2022-03-21 22:15:00,24
327,2022-03-21 22:00:00,22
328,2022-03-21 21:45:00,40
329,2022-03-21 21:30:00,37
330,2022-03-21 21:15:00,39
331,2022-03-21 21:00:00,37
332,2022-03-21 20:45:00,49
333,2022-03-21 20:30:00,43
334,2022-03-21 20:15:00,45
335,2022-03-21 20:00:00,44
336,2022-03-21 19:45:00,33
337,2022-03-21 19:30:00,39
338,2022-03-21 19:15:00,39
339,2022-03-21 19:00:00,39
340,2022-03-21 18:45:00,39
341,2022-03-21 18:30:00,40
342,2022-03-21 18:15:00,35
343,2022-03-21 18:00:00,33
344,2022-03-21 17:45:00,26
345,2022-03-21 17:30:00,26
346,2022-03-21 17:15:00,22
347,2022-03-21 17:00:00,25
348,2022-03-21 16:45:00,30
349,2022-03-21 16:30:00,27
350,2022-03-21 16:15:00,29
351,2022-03-21 16:00:00,22
352,2022-03-21 15:45:00,22
353,2022-03-21 15:30:00,26
354,2022-03-21 15:15:00,23
355,2022-03-21 15:00:00,27
356,2022-03-21 14:45:00,21
357,2022-03-21 14:30:00,27
358,2022-03-21 14:15:00,31
359,2022-03-21 14:00:00,24
360,2022-03-21 13:45:00,27
361,2022-03-21 13:30:00,31
362,2022-03-21 13:15:00,40
363,2022-03-21 13:00:00,23
364,2022-03-21 12:45:00,41
365,2022-03-21 12:30:00,31
366,2022-03-21 12:15:00,26
367,2022-03-21 12:00:00,29
368,2022-03-21 11:45:00,20
369,2022-03-21 11:30:00,15
370,2022-03-21 11:15:00,21
371,2022-03-21 11:00:00,13
372,2022-03-21 10:45:00,16
373,2022-03-21 10:30:00,15
374,2022-03-21 10:15:00,13
375,2022-03-21 10:00:00,19
376,2022-03-21 09:45:00,15
377,2022-03-21 09:30:00,16
378,2022-03-21 09:15:00,14
379,2022-03-21 09:00:00,14
380,2022-03-21 08:45:00,7
381,2022-03-21 08:30:00,9
382,2022-03-21 08:15:00,7
383,2022-03-21 08:00:00,7
384,2022-03-21 07:45:00,2
385,2022-03-21 07:30:00,2
386,2022-03-21 07:15:00,2
387,2022-03-21 07:00:00,4
388,2022-03-21 06:45:00,1
389,2022-03-21 06:30:00,3
390,2022-03-21 06:15:00,4
391,2022-03-21 06:00:00,3
392,2022-03-21 05:45:00,3
393,2022-03-21 05:30:00,2
394,2022-03-21 05:15:00,1
395,2022-03-21 05:00:00,2
396,2022-03-21 04:45:00,1
397,2022-03-21 04:30:00,1
398,2022-03-21 04:15:00,1
399,2022-03-21 04:00:00,1
400,2022-03-21 03:45:00,1
401,2022-03-21 03:30:00,1
402,2022-03-21 03:15:00,1
403,2022-03-21 03:00:00,1
404,2022-03-21 02:45:00,1
405,2022-03-21 02:30:00,1
406,2022-03-21 02:15:00,1
407,2022-03-21 02:00:00,1
408,2022-03-21 01:45:00,4
409,2022-03-21 01:30:00,5
410,2022-03-21 01:15:00,4
411,2022-03-21 01:00:00,2
412,2022-03-21 00:45:00,11
413,2022-03-21 00:30:00,8
414,2022-03-21 00:15:00,10
415,2022-03-21 00:00:00,6
416,2022-03-20 23:45:00,16
417,2022-03-20 23:30:00,11
418,2022-03-20 23:15:00,12
419,2022-03-20 23:00:00,12
420,2022-03-20 22:45:00,23
421,2022-03-20 22:30:00,22
422,2022-03-20 22:15:00,22
423,2022-03-20 22:00:00,25
424,2022-03-20 21:45:00,38
425,2022-03-20 21:30:00,32
426,2022-03-20 21:15:00,33
427,2022-03-20 21:00:00,41
428,2022-03-20 20:45:00,50
429,2022-03-20 20:30:00,47
430,2022-03-20 20:15:00,51
431,2022-03-20 20:00:00,41
432,2022-03-20 19:45:00,34
433,2022-03-20 19:30:00,40
434,2022-03-20 19:15:00,31
435,2022-03-20 19:00:00,33
436,2022-03-20 18:45:00,41
437,2022-03-20 18:30:00,31
438,2022-03-20 18:15:00,36
439,2022-03-20 18:00:00,35
440,2022-03-20 17:45:00,26
441,2022-03-20 17:30:00,22
442,2022-03-20 17:15:00,24
443,2022-03-20 17:00:00,26
444,2022-03-20 16:45:00,27
445,2022-03-20 16:30:00,28
446,2022-03-20 16:15:00,24
447,2022-03-20 16:00:00,26
448,2022-03-20 15:45:00,25
449,2022-03-20 15:30:00,24
450,2022-03-20 15:15:00,28
451,2022-03-20 15:00:00,26
452,2022-03-20 14:45:00,22
453,2022-03-20 14:30:00,31
454,2022-03-20 14:15:00,27
455,2022-03-20 14:00:00,21
456,2022-03-20 13:45:00,33
457,2022-03-20 13:30:00,25
458,2022-03-20 13:15:00,38
459,2022-03-20 13:00:00,41
460,2022-03-20 12:45:00,40
461,2022-03-20 12:30:00,39
462,2022-03-20 12:15:00,32
463,2022-03-20 12:00:00,27
464,2022-03-20 11:45:00,20
465,2022-03-20 11:30:00,19
466,2022-03-20 11:15:00,11
467,2022-03-20 11:00:00,21
468,2022-03-20 10:45:00,20
469,2022-03-20 10:30:00,11
470,2022-03-20 10:15:00,17
471,2022-03-20 10:00:00,15
472,2022-03-20 09:45:00,16
473,2022-03-20 09:30:00,16
474,2022-03-20 09:15:00,21
475,2022-03-20 09:00:00,11
476,2022-03-20 08:45:00,11
477,2022-03-20 08:30:00,6
478,2022-03-20 08:15:00,10
479,2022-03-20 08:00:00,10
480,2022-03-20 07:45:00,5
481,2022-03-20 07:30:00,5
482,2022-03-20 07:15:00,2
483,2022-03-20 07:00:00,5
484,2022-03-20 06:45:00,1
485,2022-03-20 06:30:00,1
486,2022-03-20 06:15:00,3
487,2022-03-20 06:00:00,2
488,2022-03-20 05:45:00,3
489,2022-03-20 05:30:00,3
490,2022-03-20 05:15:00,2
491,2022-03-20 05:00:00,1
492,2022-03-20 04:45:00,1
493,2022-03-20 04:30:00,1
494,2022-03-20 04:15:00,1
495,2022-03-20 04:00:00,1
496,2022-03-20 03:45:00,1
497,2022-03-20 03:30:00,1
498,2022-03-20 03:15:00,1
499,2022-03-20 03:00:00,1
500,2022-03-20 02:45:00,1
501,2022-03-20 02:30:00,1
502,2022-03-20 02:15:00,1
503,2022-03-20 02:00:00,1
504,2022-03-20 01:45:00,1
505,2022-03-20 01:30:00,2
506,2022-03-20 01:15:00,2
507,2022-03-20 01:00:00,5
508,2022-03-20 00:45:00,9
509,2022-03-20 00:30:00,6
510,2022-03-20 00:15:00,11
511,2022-03-20 00:00:00,8
512,2022-03-19 23:45:00,12
513,2022-03-19 23:30:00,15
514,2022-03-19 23:15:00,15
515,2022-03-19 23:00:00,16
516,2022-03-19 22:45:00,25
517,2022-03-19 22:30:00,26
518,2022-03-19 22:15:00,23
519,2022-03-19 22:00:00,26
520,2022-03-19 21:45:00,33
521,2022-03-19 21:30:00,38
522,2022-03-19 21:15:00,38
523,2022-03-19 21:00:00,38
524,2022-03-19 20:45:00,48
525,2022-03-19 20:30:00,48
526,2022-03-19 20:15:00,46
527,2022-03-19 20:00:00,45
528,2022-03-19 19:45:00,40
529,2022-03-19 19:30:00,38
530,2022-03-19 19:15:00,40
531,2022-03-19 19:00:00,39
532,2022-03-19 18:45:00,33
533,2022-03-19 18:30:00,39
534,2022-03-19 18:15:00,35
535,2022-03-19 18:00:00,32
536,2022-03-19 17:45:00,22
537,2022-03-19 17:30:00,21
538,2022-03-19 17:15:00,23
539,2022-03-19 17:00:00,24
540,2022-03-19 16:45:00,29
541,2022-03-19 16:30:00,21
542,2022-03-19 16:15:00,21
543,2022-03-19 16:00:00,27
544,2022-03-19 15:45:00,28
545,2022-03-19 15:30:00,23
546,2022-03-19 15:15:00,31
547,2022-03-19 15:00:00,24
548,2022-03-19 14:45:00,22
549,2022-03-19 14:30:00,29
550,2022-03-19 14:15:00,24
551,2022-03-19 14:00:00,25
552,2022-03-19 13:45:00,35
553,2022-03-19 13:30:00,27
554,2022-03-19 13:15:00,40
555,2022-03-19 13:00:00,29
556,2022-03-19 12:45:00,22
557,2022-03-19 12:30:00,40
558,2022-03-19 12:15:00,34
559,2022-03-19 12:00:00,24
560,2022-03-19 11:45:00,15
561,2022-03-19 11:30:00,12
562,2022-03-19 11:15:00,13
563,2022-03-19 11:00:00,18
564,2022-03-19 10:45:00,21
565,2022-03-19 10:30:00,20
566,2022-03-19 10:15:00,17
567,2022-03-19 10:00:00,18
568,2022-03-19 09:45:00,18
569,2022-03-19 09:30:00,14
570,2022-03-19 09:15:00,19
571,2022-03-19 09:00:00,11
572,2022-03-19 08:45:00,8
573,2022-03-19 08:30:00,8
574,2022-03-19 08:15:00,9
575,2022-03-19 08:00:00,6
576,2022-03-19 07:45:00,5
577,2022-03-19 07:30:00,5
578,2022-03-19 07:15:00,2
579,2022-03-19 07:00:00,4
580,2022-03-19 06:45:00,2
581,2022-03-19 06:30:00,1
582,2022-03-19 06:15:00,2
583,2022-03-19 06:00:00,1
584,2022-03-19 05:45:00,2
585,2022-03-19 05:30:00,3
586,2022-03-19 05:15:00,1
587,2022-03-19 05:00:00,1
588,2022-03-19 04:45:00,1
589,2022-03-19 04:30:00,1
590,2022-03-19 04:15:00,1
591,2022-03-19 04:00:00,1
592,2022-03-19 03:45:00,1
593,2022-03-19 03:30:00,1
594,2022-03-19 03:15:00,1
595,2022-03-19 03:00:00,1
596,2022-03-19 02:45:00,1
597,2022-03-19 02:30:00,1
598,2022-03-19 02:15:00,1
599,2022-03-19 02:00:00,1
600,2022-03-19 01:45:00,6
601,2022-03-19 01:30:00,5
602,2022-03-19 01:15:00,1
603,2022-03-19 01:00:00,1
604,2022-03-19 00:45:00,10
605,2022-03-19 00:30:00,6
606,2022-03-19 00:15:00,7
607,2022-03-19 00:00:00,10
608,2022-03-18 23:45:00,16
609,2022-03-18 23:30:00,12
610,2022-03-18 23:15:00,13
611,2022-03-18 23:00:00,13
612,2022-03-18 22:45:00,24
613,2022-03-18 22:30:00,23
614,2022-03-18 22:15:00,22
615,2022-03-18 22:00:00,25
616,2022-03-18 21:45:00,38
617,2022-03-18 21:30:00,31
618,2022-03-18 21:15:00,41
619,2022-03-18 21:00:00,36
620,2022-03-18 20:45:00,43
621,2022-03-18 20:30:00,48
622,2022-03-18 20:15:00,47
623,2022-03-18 20:00:00,48
624,2022-03-18 19:45:00,38
625,2022-03-18 19:30:00,33
626,2022-03-18 19:15:00,40
627,2022-03-18 19:00:00,37
628,2022-03-18 18:45:00,40
629,2022-03-18 18:30:00,38
630,2022-03-18 18:15:00,39
631,2022-03-18 18:00:00,40
632,2022-03-18 17:45:00,21
633,2022-03-18 17:30:00,25
634,2022-03-18 17:15:00,26
635,2022-03-18 17:00:00,23
636,2022-03-18 16:45:00,22
637,2022-03-18 16:30:00,22
638,2022-03-18 16:15:00,29
639,2022-03-18 16:00:00,29
640,2022-03-18 15:45:00,31
641,2022-03-18 15:30:00,23
642,2022-03-18 15:15:00,21
643,2022-03-18 15:00:00,22
644,2022-03-18 14:45:00,24
645,2022-03-18 14:30:00,21
646,2022-03-18 14:15:00,25
647,2022-03-18 14:00:00,29
648,2022-03-18 13:45:00,33
649,2022-03-18 13:30:00,38
650,2022-03-18 13:15:00,23
651,2022-03-18 13:00:00,31
652,2022-03-18 12:45:00,35
653,2022-03-18 12:30:00,28
654,2022-03-18 12:15:00,28
655,2022-03-18 12:00:00,27
656,2022-03-18 11:45:00,19
657,2022-03-18 11:30:00,18
658,2022-03-18 11:15:00,17
659,2022-03-18 11:00:00,16
660,2022-03-18 10:45:00,11
661,2022-03-18 10:30:00,14
662,2022-03-18 10:15:00,17
663,2022-03-18 10:00:00,12
664,2022-03-18 09:45:00,20
665,2022-03-18 09:30:00,11
666,2022-03-18 09:15:00,11
667,2022-03-18 09:00:00,15
668,2022-03-18 08:45:00,9
669,2022-03-18 08:30:00,8
670,2022-03-18 08:15:00,9
671,2022-03-18 08:00:00,10
672,2022-03-18 07:45:00,3
673,2022-03-18 07:30:00,2
674,2022-03-18 07:15:00,4
675,2022-03-18 07:00:00,2
676,2022-03-18 06:45:00,4
677,2022-03-18 06:30:00,3
678,2022-03-18 06:15:00,2
679,2022-03-18 06:00:00,1
680,2022-03-18 05:45:00,2
681,2022-03-18 05:30:00,2
682,2022-03-18 05:15:00,2
683,2022-03-18 05:00:00,2
684,2022-03-18 04:45:00,1
685,2022-03-18 04:30:00,1
686,2022-03-18 04:15:00,1
687,2022-03-18 04:00:00,1
688,2022-03-18 03:45:00,1
689,2022-03-18 03:30:00,1
690,2022-03-18 03:15:00,1
691,2022-03-18 03:00:00,1
692,2022-03-18 02:45:00,1
693,2022-03-18 02:30:00,1
694,2022-03-18 02:15:00,1
695,2022-03-18 02:00:00,1
696,2022-03-18 01:45:00,6
697,2022-03-18 01:30:00,6
698,2022-03-18 01:15:00,2
699,2022-03-18 01:00:00,5
700,2022-03-18 00:45:00,8
701,2022-03-18 00:30:00,6
702,2022-03-18 00:15:00,9
703,2022-03-18 00:00:00,11
704,2022-03-17 23:45:00,15
705,2022-03-17 23:30:00,14
706,2022-03-17 23:15:00,16
707,2022-03-17 23:00:00,16
708,2022-03-17 22:45:00,24
709,2022-03-17 22:30:00,23
710,2022-03-17 22:15:00,25
711,2022-03-17 22:00:00,26
712,2022-03-17 21:45:00,35
713,2022-03-17 21:30:00,39
714,2022-03-17 21:15:00,32
715,2022-03-17 21:00:00,31
716,2022-03-17 20:45:00,45
717,2022-03-17 20:30:00,44
718,2022-03-17 20:15:00,49
719,2022-03-17 20:00:00,44
720,2022-03-17 19:45:00,32
721,2022-03-17 19:30:00,36
722,2022-03-17 19:15:00,33
723,2022-03-17 19:00:00,38
724,2022-03-17 18:45:00,38
725,2022-03-17 18:30:00,35
726,2022-03-17 18:15:00,35
727,2022-03-17 18:00:00,34
728,2022-03-17 17:45:00,22
729,2022-03-17 17:30:00,26
730,2022-03-17 17:15:00,26
731,2022-03-17 17:00:00,26
732,2022-03-17 16:45:00,28
733,2022-03-17 16:30:00,31
734,2022-03-17 16:15:00,28
735,2022-03-17 16:00:00,27
736,2022-03-17 15:45:00,31
737,2022-03-17 15:30:00,31
738,2022-03-17 15:15:00,21
739,2022-03-17 15:00:00,25
740,2022-03-17 14:45:00,29
741,2022-03-17 14:30:00,25
742,2022-03-17 14:15:00,22
743,2022-03-17 14:00:00,31
744,2022-03-17 13:45:00,21
745,2022-03-17 13:30:00,34
746,2022-03-17 13:15:00,24
747,2022-03-17 13:00:00,27
748,2022-03-17 12:45:00,31
749,2022-03-17 12:30:00,32
750,2022-03-17 12:15:00,28
751,2022-03-17 12:00:00,29
752,2022-03-17 11:45:00,13
753,2022-03-17 11:30:00,14
754,2022-03-17 11:15:00,13
755,2022-03-17 11:00:00,21
756,2022-03-17 10:45:00,11
757,2022-03-17 10:30:00,20
758,2022-03-17 10:15:00,16
759,2022-03-17 10:00:00,18
760,2022-03-17 09:45:00,12
761,2022-03-17 09:30:00,12
762,2022-03-17 09:15:00,20
763,2022-03-17 09:00:00,13
764,2022-03-17 08:45:00,8
765,2022-03-17 08:30:00,11
766,2022-03-17 08:15:00,10
767,2022-03-17 08:00:00,10
768,2022-03-17 07:45:00,2
769,2022-03-17 07:30:00,3
770,2022-03-17 07:15:00,4
771,2022-03-17 07:00:00,4
772,2022-03-17 06:45:00,4
773,2022-03-17 06:30:00,4
774,2022-03-17 06:15:00,4
775,2022-03-17 06:00:00,3
776,2022-03-17 05:45:00,3
777,2022-03-17 05:30:00,2
778,2022-03-17 05:15:00,3
779,2022-03-17 05:00:00,3
780,2022-03-17 04:45:00,1
781,2022-03-17 04:30:00,1
782,2022-03-17 04:15:00,1
783,2022-03-17 04:00:00,1
784,2022-03-17 03:45:00,1
785,2022-03-17 03:30:00,1
786,2022-03-17 03:15:00,1
787,2022-03-17 03:00:00,1
788,2022-03-17 02:45:00,1
789,2022-03-17 02:30:00,1
790,2022-03-17 02:15:00,1
791,2022-03-17 02:00:00,1
792,2022-03-17 01:45:00,5
793,2022-03-17 01:30:00,2
794,2022-03-17 01:15:00,2
795,2022-03-17 01:00:00,5
796,2022-03-17 00:45:00,6
797,2022-03-17 00:30:00,8
798,2022-03-17 00:15:00,11
799,2022-03-17 00:00:00,11
800,2022-03-16 23:45:00,11
801,2022-03-16 23:30:00,16
802,2022-03-16 23:15:00,11
803,2022-03-16 23:00:00,13
804,2022-03-16 22:45:00,25
805,2022-03-16 22:30:00,24
806,2022-03-16 22:15:00,21
807,2022-03-16 22:00:00,25
808,2022-03-16 21:45:00,37
809,2022-03-16 21:30:00,31
810,2022-03-16 21:15:00,31
811,2022-03-16 21:00:00,38
812,2022-03-16 20:45:00,46
813,2022-03-16 20:30:00,45
814,2022-03-16 20:15:00,41
815,2022-03-16 20:00:00,47
816,2022-03-16 19:45:00,34
817,2022-03-16 19:30:00,34
818,2022-03-16 19:15:00,32
819,2022-03-16 19:00:00,36
820,2022-03-16 18:45:00,31
821,2022-03-16 18:30:00,41
