,ds,y
81,2022-12-31 03:30:00,1
82,2022-12-31 03:15:00,1
83,2022-12-31 03:00:00,1
84,2022-12-31 02:45:00,1
85,2022-12-31 02:30:00,1
86,2022-12-31 02:15:00,1
87,2022-12-31 02:00:00,1
88,2022-12-31 01:45:00,5
89,2022-12-31 01:30:00,4
90,2022-12-31 01:15:00,5
91,2022-12-31 01:00:00,2
92,2022-12-31 00:45:00,6
93,2022-12-31 00:30:00,9
94,2022-12-31 00:15:00,11
95,2022-12-31 00:00:00,6
96,2022-12-30 23:45:00,15
97,2022-12-30 23:30:00,12
98,2022-12-30 23:15:00,13
99,2022-12-30 23:00:00,13
100,2022-12-30 22:45:00,22
101,2022-12-30 22:30:00,22
102,2022-12-30 22:15:00,24
103,2022-12-30 22:00:00,21
104,2022-12-30 21:45:00,36
105,2022-12-30 21:30:00,34
106,2022-12-30 21:15:00,32
107,2022-12-30 21:00:00,37
108,2022-12-30 20:45:00,42
109,2022-12-30 20:30:00,42
110,2022-12-30 20:15:00,42
111,2022-12-30 20:00:00,51
112,2022-12-30 19:45:00,37
113,2022-12-30 19:30:00,40
114,2022-12-30 19:15:00,37
115,2022-12-30 19:00:00,31
116,2022-12-30 18:45:00,33
117,2022-12-30 18:30:00,32
118,2022-12-30 18:15:00,38
119,2022-12-30 18:00:00,36
120,2022-12-30 17:45:00,23
121,2022-12-30 17:30:00,23
122,2022-12-30 17:15:00,22
123,2022-12-30 17:00:00,25
124,2022-12-30 16:45:00,29
125,2022-12-30 16:30:00,22
126,2022-12-30 16:15:00,30
127,2022-12-30 16:00:00,23
128,2022-12-30 15:45:00,25
129,2022-12-30 15:30:00,24
130,2022-12-30 15:15:00,24
131,2022-12-30 15:00:00,31
132,2022-12-30 14:45:00,27
133,2022-12-30 14:30:00,25
134,2022-12-30 14:15:00,22
135,2022-12-30 14:00:00,23
136,2022-12-30 13:45:00,31
137,2022-12-30 13:30:00,27
138,2022-12-30 13:15:00,34
139,2022-12-30 13:00:00,29
140,2022-12-30 12:45:00,38
141,2022-12-30 12:30:00,29
142,2022-12-30 12:15:00,35
143,2022-12-30 12:00:00,41
144,2022-12-30 11:45:00,20
145,2022-12-30 11:30:00,12
146,2022-12-30 11:15:00,15
147,2022-12-30 11:00:00,12
148,2022-12-30 10:45:00,19
149,2022-12-30 10:30:00,17
150,2022-12-30 10:15:00,19
151,2022-12-30 10:00:00,15
152,2022-12-30 09:45:00,17
153,2022-12-30 09:30:00,15
154,2022-12-30 09:15:00,15
155,2022-12-30 09:00:00,11
156,2022-12-30 08:45:00,10
157,2022-12-30 08:30:00,7
158,2022-12-30 08:15:00,10
159,2022-12-30 08:00:00,6
160,2022-12-30 07:45:00,2
161,2022-12-30 07:30:00,2
162,2022-12-30 07:15:00,5
163,2022-12-30 07:00:00,4
164,2022-12-30 06:45:00,1
165,2022-12-30 06:30:00,4
166,2022-12-30 06:15:00,4
167,2022-12-30 06:00:00,3
168,2022-12-30 05:45:00,1
169,2022-12-30 05:30:00,3
170,2022-12-30 05:15:00,2
171,2022-12-30 05:00:00,2
172,2022-12-30 04:45:00,1
173,2022-12-30 04:30:00,1
174,2022-12-30 04:15:00,1
175,2022-12-30 04:00:00,1
176,2022-12-30 03:45:00,1
177,2022-12-30 03:30:00,1
178,2022-12-30 03:15:00,1
179,2022-12-30 03:00:00,1
180,2022-12-30 02:45:00,1
181,2022-12-30 02:30:00,1
182,2022-12-30 02:15:00,1
183,2022-12-30 02:00:00,1
184,2022-12-30 01:45:00,6
185,2022-12-30 01:30:00,6
186,2022-12-30 01:15:00,4
187,2022-12-30 01:00:00,6
188,2022-12-30 00:45:00,6
189,2022-12-30 00:30:00,10
190,2022-12-30 00:15:00,7
191,2022-12-30 00:00:00,9
192,2022-12-29 23:45:00,16
193,2022-12-29 23:30:00,14
194,2022-12-29 23:15:00,16
195,2022-12-29 23:00:00,15
196,2022-12-29 22:45:00,25
197,2022-12-29 22:30:00,24
198,2022-12-29 22:15:00,23
199,2022-12-29 22:00:00,22
200,2022-12-29 21:45:00,35
201,2022-12-29 21:30:00,35
202,2022-12-29 21:15:00,33
203,2022-12-29 21:00:00,41
204,2022-12-29 20:45:00,43
205,2022-12-29 20:30:00,41
206,2022-12-29 20:15:00,50
207,2022-12-29 20:00:00,43
208,2022-12-29 19:45:00,33
209,2022-12-29 19:30:00,31
210,2022-12-29 19:15:00,37
211,2022-12-29 19:00:00,34
212,2022-12-29 18:45:00,34
213,2022-12-29 18:30:00,41
214,2022-12-29 18:15:00,41
215,2022-12-29 18:00:00,40
216,2022-12-29 17:45:00,23
217,2022-12-29 17:30:00,24
218,2022-12-29 17:15:00,26
219,2022-12-29 17:00:00,23
220,2022-12-29 16:45:00,27
221,2022-12-29 16:30:00,30
222,2022-12-29 16:15:00,21
223,2022-12-29 16:00:00,21
224,2022-12-29 15:45:00,26
225,2022-12-29 15:30:00,27
226,2022-12-29 15:15:00,27
227,2022-12-29 15:00:00,23
228,2022-12-29 14:45:00,31
229,2022-12-29 14:30:00,28
230,2022-12-29 14:15:00,21
231,2022-12-29 14:00:00,22
232,2022-12-29 13:45:00,33
233,2022-12-29 13:30:00,22
234,2022-12-29 13:15:00,31
235,2022-12-29 13:00:00,28
236,2022-12-29 12:45:00,21
237,2022-12-29 12:30:00,28
238,2022-12-29 12:15:00,23
239,2022-12-29 12:00:00,38
240,2022-12-29 11:45:00,18
241,2022-12-29 11:30:00,17
242,2022-12-29 11:15:00,16
243,2022-12-29 11:00:00,12
244,2022-12-29 10:45:00,21
245,2022-12-29 10:30:00,17
246,2022-12-29 10:15:00,12
247,2022-12-29 10:00:00,11
248,2022-12-29 09:45:00,19
249,2022-12-29 09:30:00,21
250,2022-12-29 09:15:00,14
251,2022-12-29 09:00:00,17
252,2022-12-29 08:45:00,6
253,2022-12-29 08:30:00,10
254,2022-12-29 08:15:00,8
255,2022-12-29 08:00:00,11
256,2022-12-29 07:45:00,4
257,2022-12-29 07:30:00,2
258,2022-12-29 07:15:00,2
259,2022-12-29 07:00:00,5
260,2022-12-29 06:45:00,2
261,2022-12-29 06:30:00,1
262,2022-12-29 06:15:00,4
263,2022-12-29 06:00:00,1
264,2022-12-29 05:45:00,3
265,2022-12-29 05:30:00,3
266,2022-12-29 05:15:00,3
267,2022-12-29 05:00:00,1
268,2022-12-29 04:45:00,1
269,2022-12-29 04:30:00,1
270,2022-12-29 04:15:00,1
271,2022-12-29 04:00:00,1
272,2022-12-29 03:45:00,1
273,2022-12-29 03:30:00,1
274,2022-12-29 03:15:00,1
275,2022-12-29 03:00:00,1
276,2022-12-29 02:45:00,1
277,2022-12-29 02:30:00,1
278,2022-12-29 02:15:00,1
279,2022-12-29 02:00:00,1
280,2022-12-29 01:45:00,1
281,2022-12-29 01:30:00,6
282,2022-12-29 01:15:00,1
283,2022-12-29 01:00:00,6
284,2022-12-29 00:45:00,9
285,2022-12-29 00:30:00,7
286,2022-12-29 00:15:00,7
287,2022-12-29 00:00:00,7
288,2022-12-28 23:45:00,13
289,2022-12-28 23:30:00,16
290,2022-12-28 23:15:00,16
291,2022-12-28 23:00:00,12
292,2022-12-28 22:45:00,22
293,2022-12-28 22:30:00,23
294,2022-12-28 22:15:00,24
295,2022-12-28 22:00:00,21
296,2022-12-28 21:45:00,32
297,2022-12-28 21:30:00,36
298,2022-12-28 21:15:00,35
299,2022-12-28 21:00:00,36
300,2022-12-28 20:45:00,48
301,2022-12-28 20:30:00,45
302,2022-12-28 20:15:00,42
303,2022-12-28 20:00:00,45
304,2022-12-28 19:45:00,32
305,2022-12-28 19:30:00,39
306,2022-12-28 19:15:00,31
307,2022-12-28 19:00:00,41
308,2022-12-28 18:45:00,35
309,2022-12-28 18:30:00,31
310,2022-12-28 18:15:00,35
311,2022-12-28 18:00:00,33
312,2022-12-28 17:45:00,23
313,2022-12-28 17:30:00,26
314,2022-12-28 17:15:00,25
315,2022-12-28 17:00:00,22
316,2022-12-28 16:45:00,29
317,2022-12-28 16:30:00,31
318,2022-12-28 16:15:00,26
319,2022-12-28 16:00:00,22
320,2022-12-28 15:45:00,30
321,2022-12-28 15:30:00,30
322,2022-12-28 15:15:00,24
323,2022-12-28 15:00:00,22
324,2022-12-28 14:45:00,21
325,2022-12-28 14:30:00,28
326,2022-12-28 14:15:00,23
327,2022-12-28 14:00:00,27
328,2022-12-28 13:45:00,29
329,2022-12-28 13:30:00,39
330,2022-12-28 13:15:00,32
331,2022-12-28 13:00:00,41
332,2022-12-28 12:45:00,31
333,2022-12-28 12:30:00,25
334,2022-12-28 12:15:00,26
335,2022-12-28 12:00:00,26
336,2022-12-28 11:45:00,19
337,2022-12-28 11:30:00,12
338,2022-12-28 11:15:00,21
339,2022-12-28 11:00:00,17
340,2022-12-28 10:45:00,21
341,2022-12-28 10:30:00,11
342,2022-12-28 10:15:00,21
343,2022-12-28 10:00:00,14
344,2022-12-28 09:45:00,21
345,2022-12-28 09:30:00,16
346,2022-12-28 09:15:00,15
347,2022-12-28 09:00:00,12
348,2022-12-28 08:45:00,7
349,2022-12-28 08:30:00,8
350,2022-12-28 08:15:00,10
351,2022-12-28 08:00:00,9
352,2022-12-28 07:45:00,3
353,2022-12-28 07:30:00,4
354,2022-12-28 07:15:00,2
355,2022-12-28 07:00:00,2
356,2022-12-28 06:45:00,1
357,2022-12-28 06:30:00,1
358,2022-12-28 06:15:00,3
359,2022-12-28 06:00:00,1
360,2022-12-28 05:45:00,2
361,2022-12-28 05:30:00,1
362,2022-12-28 05:15:00,3
363,2022-12-28 05:00:00,1
364,2022-12-28 04:45:00,1
365,2022-12-28 04:30:00,1
366,2022-12-28 04:15:00,1
367,2022-12-28 04:00:00,1
368,2022-12-28 03:45:00,1
369,2022-12-28 03:30:00,1
370,2022-12-28 03:15:00,1
371,2022-12-28 03:00:00,1
372,2022-12-28 02:45:00,1
373,2022-12-28 02:30:00,1
374,2022-12-28 02:15:00,1
375,2022-12-28 02:00:00,1
376,2022-12-28 01:45:00,4
377,2022-12-28 01:30:00,5
378,2022-12-28 01:15:00,6
379,2022-12-28 01:00:00,3
380,2022-12-28 00:45:00,8
381,2022-12-28 00:30:00,6
382,2022-12-28 00:15:00,8
383,2022-12-28 00:00:00,9
384,2022-12-27 23:45:00,14
385,2022-12-27 23:30:00,15
386,2022-12-27 23:15:00,16
387,2022-12-27 23:00:00,13
388,2022-12-27 22:45:00,22
389,2022-12-27 22:30:00,26
390,2022-12-27 22:15:00,23
391,2022-12-27 22:00:00,24
392,2022-12-27 21:45:00,35
393,2022-12-27 21:30:00,41
394,2022-12-27 21:15:00,32
395,2022-12-27 21:00:00,41
396,2022-12-27 20:45:00,50
397,2022-12-27 20:30:00,46
398,2022-12-27 20:15:00,45
399,2022-12-27 20:00:00,43
400,2022-12-27 19:45:00,40
401,2022-12-27 19:30:00,38
402,2022-12-27 19:15:00,41
403,2022-12-27 19:00:00,41
404,2022-12-27 18:45:00,38
405,2022-12-27 18:30:00,33
406,2022-12-27 18:15:00,36
407,2022-12-27 18:00:00,34
408,2022-12-27 17:45:00,21
409,2022-12-27 17:30:00,21
410,2022-12-27 17:15:00,25
411,2022-12-27 17:00:00,23
412,2022-12-27 16:45:00,25
413,2022-12-27 16:30:00,26
414,2022-12-27 16:15:00,31
415,2022-12-27 16:00:00,31
416,2022-12-27 15:45:00,26
417,2022-12-27 15:30:00,26
418,2022-12-27 15:15:00,24
419,2022-12-27 15:00:00,27
420,2022-12-27 14:45:00,24
421,2022-12-27 14:30:00,28
422,2022-12-27 14:15:00,23
423,2022-12-27 14:00:00,23
424,2022-12-27 13:45:00,21
425,2022-12-27 13:30:00,23
426,2022-12-27 13:15:00,40
427,2022-12-27 13:00:00,26
428,2022-12-27 12:45:00,33
429,2022-12-27 12:30:00,33
430,2022-12-27 12:15:00,33
431,2022-12-27 12:00:00,36
432,2022-12-27 11:45:00,21
433,2022-12-27 11:30:00,20
434,2022-12-27 11:15:00,14
435,2022-12-27 11:00:00,13
436,2022-12-27 10:45:00,15
437,2022-12-27 10:30:00,12
438,2022-12-27 10:15:00,11
439,2022-12-27 10:00:00,14
440,2022-12-27 09:45:00,15
441,2022-12-27 09:30:00,21
442,2022-12-27 09:15:00,16
443,2022-12-27 09:00:00,16
444,2022-12-27 08:45:00,6
445,2022-12-27 08:30:00,6
446,2022-12-27 08:15:00,9
447,2022-12-27 08:00:00,8
448,2022-12-27 07:45:00,4
449,2022-12-27 07:30:00,3
450,2022-12-27 07:15:00,5
451,2022-12-27 07:00:00,3
452,2022-12-27 06:45:00,3
453,2022-12-27 06:30:00,3
454,2022-12-27 06:15:00,2
455,2022-12-27 06:00:00,4
456,2022-12-27 05:45:00,1
457,2022-12-27 05:30:00,3
458,2022-12-27 05:15:00,2
459,2022-12-27 05:00:00,1
460,2022-12-27 04:45:00,1
461,2022-12-27 04:30:00,1
462,2022-12-27 04:15:00,1
463,2022-12-27 04:00:00,1
464,2022-12-27 03:45:00,1
465,2022-12-27 03:30:00,1
466,2022-12-27 03:15:00,1
467,2022-12-27 03:00:00,1
468,2022-12-27 02:45:00,1
469,2022-12-27 02:30:00,1
470,2022-12-27 02:15:00,1
471,2022-12-27 02:00:00,1
472,2022-12-27 01:45:00,4
473,2022-12-27 01:30:00,4
474,2022-12-27 01:15:00,6
475,2022-12-27 01:00:00,1
476,2022-12-27 00:45:00,11
477,2022-12-27 00:30:00,11
478,2022-12-27 00:15:00,6
479,2022-12-27 00:00:00,7
480,2022-12-26 23:45:00,12
481,2022-12-26 23:30:00,12
482,2022-12-26 23:15:00,12
483,2022-12-26 23:00:00,14
484,2022-12-26 22:45:00,22
485,2022-12-26 22:30:00,25
486,2022-12-26 22:15:00,25
487,2022-12-26 22:00:00,22
488,2022-12-26 21:45:00,32
489,2022-12-26 21:30:00,36
490,2022-12-26 21:15:00,37
491,2022-12-26 21:00:00,31
492,2022-12-26 20:45:00,42
493,2022-12-26 20:30:00,45
494,2022-12-26 20:15:00,51
495,2022-12-26 20:00:00,49
496,2022-12-26 19:45:00,31
497,2022-12-26 19:30:00,40
498,2022-12-26 19:15:00,38
499,2022-12-26 19:00:00,38
500,2022-12-26 18:45:00,40
501,2022-12-26 18:30:00,31
502,2022-12-26 18:15:00,38
503,2022-12-26 18:00:00,34
504,2022-12-26 17:45:00,23
505,2022-12-26 17:30:00,25
506,2022-12-26 17:15:00,21
507,2022-12-26 17:00:00,21
508,2022-12-26 16:45:00,28
509,2022-12-26 16:30:00,26
510,2022-12-26 16:15:00,24
511,2022-12-26 16:00:00,26
512,2022-12-26 15:45:00,22
513,2022-12-26 15:30:00,23
514,2022-12-26 15:15:00,24
515,2022-12-26 15:00:00,30
516,2022-12-26 14:45:00,21
517,2022-12-26 14:30:00,24
518,2022-12-26 14:15:00,21
519,2022-12-26 14:00:00,24
520,2022-12-26 13:45:00,31
521,2022-12-26 13:30:00,38
522,2022-12-26 13:15:00,27
523,2022-12-26 13:00:00,23
524,2022-12-26 12:45:00,34
525,2022-12-26 12:30:00,34
526,2022-12-26 12:15:00,24
527,2022-12-26 12:00:00,22
528,2022-12-26 11:45:00,21
529,2022-12-26 11:30:00,11
530,2022-12-26 11:15:00,12
531,2022-12-26 11:00:00,12
532,2022-12-26 10:45:00,13
533,2022-12-26 10:30:00,12
534,2022-12-26 10:15:00,21
535,2022-12-26 10:00:00,14
536,2022-12-26 09:45:00,19
537,2022-12-26 09:30:00,13
538,2022-12-26 09:15:00,18
539,2022-12-26 09:00:00,11
540,2022-12-26 08:45:00,10
541,2022-12-26 08:30:00,6
542,2022-12-26 08:15:00,8
543,2022-12-26 08:00:00,7
544,2022-12-26 07:45:00,3
545,2022-12-26 07:30:00,3
546,2022-12-26 07:15:00,4
547,2022-12-26 07:00:00,5
548,2022-12-26 06:45:00,4
549,2022-12-26 06:30:00,1
550,2022-12-26 06:15:00,2
551,2022-12-26 06:00:00,2
552,2022-12-26 05:45:00,1
553,2022-12-26 05:30:00,1
554,2022-12-26 05:15:00,1
555,2022-12-26 05:00:00,1
556,2022-12-26 04:45:00,1
557,2022-12-26 04:30:00,1
558,2022-12-26 04:15:00,1
559,2022-12-26 04:00:00,1
560,2022-12-26 03:45:00,1
561,2022-12-26 03:30:00,1
562,2022-12-26 03:15:00,1
563,2022-12-26 03:00:00,1
564,2022-12-26 02:45:00,1
565,2022-12-26 02:30:00,1
566,2022-12-26 02:15:00,1
567,2022-12-26 02:00:00,1
568,2022-12-26 01:45:00,1
569,2022-12-26 01:30:00,2
570,2022-12-26 01:15:00,2
571,2022-12-26 01:00:00,2
572,2022-12-26 00:45:00,8
573,2022-12-26 00:30:00,10
574,2022-12-26 00:15:00,9
575,2022-12-26 00:00:00,11
576,2022-12-25 23:45:00,14
577,2022-12-25 23:30:00,16
578,2022-12-25 23:15:00,12
579,2022-12-25 23:00:00,16
580,2022-12-25 22:45:00,25
581,2022-12-25 22:30:00,25
582,2022-12-25 22:15:00,24
583,2022-12-25 22:00:00,21
584,2022-12-25 21:45:00,41
585,2022-12-25 21:30:00,32
586,2022-12-25 21:15:00,36
587,2022-12-25 21:00:00,33
588,2022-12-25 20:45:00,45
589,2022-12-25 20:30:00,42
590,2022-12-25 20:15:00,44
591,2022-12-25 20:00:00,41
592,2022-12-25 19:45:00,32
593,2022-12-25 19:30:00,38
594,2022-12-25 19:15:00,33
595,2022-12-25 19:00:00,41
596,2022-12-25 18:45:00,34
597,2022-12-25 18:30:00,41
598,2022-12-25 18:15:00,34
599,2022-12-25 18:00:00,35
600,2022-12-25 17:45:00,25
601,2022-12-25 17:30:00,21
602,2022-12-25 17:15:00,22
603,2022-12-25 17:00:00,21
604,2022-12-25 16:45:00,27
605,2022-12-25 16:30:00,23
606,2022-12-25 16:15:00,24
607,2022-12-25 16:00:00,30
608,2022-12-25 15:45:00,21
609,2022-12-25 15:30:00,25
610,2022-12-25 15:15:00,21
611,2022-12-25 15:00:00,30
612,2022-12-25 14:45:00,27
613,2022-12-25 14:30:00,31
614,2022-12-25 14:15:00,23
615,2022-12-25 14:00:00,31
616,2022-12-25 13:45:00,28
617,2022-12-25 13:30:00,40
618,2022-12-25 13:15:00,23
619,2022-12-25 13:00:00,24
620,2022-12-25 12:45:00,28
621,2022-12-25 12:30:00,25
622,2022-12-25 12:15:00,31
623,2022-12-25 12:00:00,36
624,2022-12-25 11:45:00,19
625,2022-12-25 11:30:00,11
626,2022-12-25 11:15:00,12
627,2022-12-25 11:00:00,13
628,2022-12-25 10:45:00,21
629,2022-12-25 10:30:00,20
630,2022-12-25 10:15:00,18
631,2022-12-25 10:00:00,20
632,2022-12-25 09:45:00,16
633,2022-12-25 09:30:00,12
634,2022-12-25 09:15:00,11
635,2022-12-25 09:00:00,19
636,2022-12-25 08:45:00,10
637,2022-12-25 08:30:00,7
638,2022-12-25 08:15:00,11
639,2022-12-25 08:00:00,11
640,2022-12-25 07:45:00,3
641,2022-12-25 07:30:00,5
642,2022-12-25 07:15:00,4
643,2022-12-25 07:00:00,2
644,2022-12-25 06:45:00,3
645,2022-12-25 06:30:00,4
646,2022-12-25 06:15:00,1
647,2022-12-25 06:00:00,1
648,2022-12-25 05:45:00,3
649,2022-12-25 05:30:00,1
650,2022-12-25 05:15:00,1
651,2022-12-25 05:00:00,3
652,2022-12-25 04:45:00,1
653,2022-12-25 04:30:00,1
654,2022-12-25 04:15:00,1
655,2022-12-25 04:00:00,1
656,2022-12-25 03:45:00,1
657,2022-12-25 03:30:00,1
658,2022-12-25 03:15:00,1
659,2022-12-25 03:00:00,1
660,2022-12-25 02:45:00,1
661,2022-12-25 02:30:00,1
662,2022-12-25 02:15:00,1
663,2022-12-25 02:00:00,1
664,2022-12-25 01:45:00,1
665,2022-12-25 01:30:00,4
666,2022-12-25 01:15:00,5
667,2022-12-25 01:00:00,2
668,2022-12-25 00:45:00,8
669,2022-12-25 00:30:00,6
670,2022-12-25 00:15:00,9
671,2022-12-25 00:00:00,8
672,2022-12-24 23:45:00,14
673,2022-12-24 23:30:00,15
674,2022-12-24 23:15:00,15
675,2022-12-24 23:00:00,12
676,2022-12-24 22:45:00,23
677,2022-12-24 22:30:00,25
678,2022-12-24 22:15:00,21
679,2022-12-24 22:00:00,23
680,2022-12-24 21:45:00,33
681,2022-12-24 21:30:00,32
682,2022-12-24 21:15:00,35
683,2022-12-24 21:00:00,33
684,2022-12-24 20:45:00,47
685,2022-12-24 20:30:00,43
686,2022-12-24 20:15:00,46
687,2022-12-24 20:00:00,43
688,2022-12-24 19:45:00,36
689,2022-12-24 19:30:00,38
690,2022-12-24 19:15:00,40
691,2022-12-24 19:00:00,33
692,2022-12-24 18:45:00,40
693,2022-12-24 18:30:00,35
694,2022-12-24 18:15:00,32
695,2022-12-24 18:00:00,39
696,2022-12-24 17:45:00,26
697,2022-12-24 17:30:00,21
698,2022-12-24 17:15:00,25
699,2022-12-24 17:00:00,22
700,2022-12-24 16:45:00,27
701,2022-12-24 16:30:00,27
702,2022-12-24 16:15:00,26
703,2022-12-24 16:00:00,28
704,2022-12-24 15:45:00,28
705,2022-12-24 15:30:00,22
706,2022-12-24 15:15:00,28
707,2022-12-24 15:00:00,31
708,2022-12-24 14:45:00,23
709,2022-12-24 14:30:00,29
710,2022-12-24 14:15:00,21
711,2022-12-24 14:00:00,22
712,2022-12-24 13:45:00,37
713,2022-12-24 13:30:00,33
714,2022-12-24 13:15:00,25
715,2022-12-24 13:00:00,41
716,2022-12-24 12:45:00,28
717,2022-12-24 12:30:00,21
718,2022-12-24 12:15:00,35
719,2022-12-24 12:00:00,27
720,2022-12-24 11:45:00,19
721,2022-12-24 11:30:00,20
722,2022-12-24 11:15:00,19
723,2022-12-24 11:00:00,16
724,2022-12-24 10:45:00,14
725,2022-12-24 10:30:00,16
726,2022-12-24 10:15:00,18
727,2022-12-24 10:00:00,19
728,2022-12-24 09:45:00,15
729,2022-12-24 09:30:00,13
730,2022-12-24 09:15:00,11
731,2022-12-24 09:00:00,21
732,2022-12-24 08:45:00,9
733,2022-12-24 08:30:00,9
734,2022-12-24 08:15:00,10
735,2022-12-24 08:00:00,10
736,2022-12-24 07:45:00,3
737,2022-12-24 07:30:00,2
738,2022-12-24 07:15:00,2
739,2022-12-24 07:00:00,4
740,2022-12-24 06:45:00,1
741,2022-12-24 06:30:00,1
742,2022-12-24 06:15:00,2
743,2022-12-24 06:00:00,1
744,2022-12-24 05:45:00,1
745,2022-12-24 05:30:00,3
746,2022-12-24 05:15:00,2
747,2022-12-24 05:00:00,3
748,2022-12-24 04:45:00,1
749,2022-12-24 04:30:00,1
750,2022-12-24 04:15:00,1
751,2022-12-24 04:00:00,1
752,2022-12-24 03:45:00,1
753,2022-12-24 03:30:00,1
754,2022-12-24 03:15:00,1
755,2022-12-24 03:00:00,1
756,2022-12-24 02:45:00,1
757,2022-12-24 02:30:00,1
758,2022-12-24 02:15:00,1
759,2022-12-24 02:00:00,1
760,2022-12-24 01:45:00,5
761,2022-12-24 01:30:00,1
762,2022-12-24 01:15:00,1
763,2022-12-24 01:00:00,5
764,2022-12-24 00:45:00,10
765,2022-12-24 00:30:00,6
766,2022-12-24 00:15:00,9
767,2022-12-24 00:00:00,10
768,2022-12-23 23:45:00,13
769,2022-12-23 23:30:00,12
770,2022-12-23 23:15:00,12
771,2022-12-23 23:00:00,15
772,2022-12-23 22:45:00,21
773,2022-12-23 22:30:00,24
774,2022-12-23 22:15:00,24
775,2022-12-23 22:00:00,22
776,2022-12-23 21:45:00,32
777,2022-12-23 21:30:00,40
778,2022-12-23 21:15:00,38
779,2022-12-23 21:00:00,34
780,2022-12-23 20:45:00,46
781,2022-12-23 20:30:00,46
782,2022-12-23 20:15:00,50
783,2022-12-23 20:00:00,49
784,2022-12-23 19:45:00,32
785,2022-12-23 19:30:00,33
786,2022-12-23 19:15:00,35
787,2022-12-23 19:00:00,32
788,2022-12-23 18:45:00,41
789,2022-12-23 18:30:00,32
790,2022-12-23 18:15:00,40
791,2022-12-23 18:00:00,31
792,2022-12-23 17:45:00,21
793,2022-12-23 17:30:00,26
794,2022-12-23 17:15:00,25
795,2022-12-23 17:00:00,23
796,2022-12-23 16:45:00,30
797,2022-12-23 16:30:00,31
798,2022-12-23 16:15:00,31
799,2022-12-23 16:00:00,31
800,2022-12-23 15:45:00,23
801,2022-12-23 15:30:00,30
802,2022-12-23 15:15:00,27
803,2022-12-23 15:00:00,23
804,2022-12-23 14:45:00,21
805,2022-12-23 14:30:00,31
806,2022-12-23 14:15:00,31
807,2022-12-23 14:00:00,31
808,2022-12-23 13:45:00,26
809,2022-12-23 13:30:00,40
810,2022-12-23 13:15:00,26
811,2022-12-23 13:00:00,41
812,2022-12-23 12:45:00,32
813,2022-12-23 12:30:00,30
814,2022-12-23 12:15:00,21
815,2022-12-23 12:00:00,32
816,2022-12-23 11:45:00,18
817,2022-12-23 11:30:00,12
818,2022-12-23 11:15:00,14
819,2022-12-23 11:00:00,18
820,2022-12-23 10:45:00,12
821,2022-12-23 10:30:00,20
