,ds,y
99,2023-06-26 23:00:00,16
100,2023-06-26 22:45:00,26
101,2023-06-26 22:30:00,22
102,2023-06-26 22:15:00,23
103,2023-06-26 22:00:00,24
104,2023-06-26 21:45:00,35
105,2023-06-26 21:30:00,31
106,2023-06-26 21:15:00,33
107,2023-06-26 21:00:00,32
108,2023-06-26 20:45:00,48
109,2023-06-26 20:30:00,46
110,2023-06-26 20:15:00,49
111,2023-06-26 20:00:00,43
112,2023-06-26 19:45:00,35
113,2023-06-26 19:30:00,41
114,2023-06-26 19:15:00,33
115,2023-06-26 19:00:00,38
116,2023-06-26 18:45:00,31
117,2023-06-26 18:30:00,36
118,2023-06-26 18:15:00,40
119,2023-06-26 18:00:00,39
120,2023-06-26 17:45:00,21
121,2023-06-26 17:30:00,24
122,2023-06-26 17:15:00,22
123,2023-06-26 17:00:00,25
124,2023-06-26 16:45:00,26
125,2023-06-26 16:30:00,30
126,2023-06-26 16:15:00,28
127,2023-06-26 16:00:00,23
128,2023-06-26 15:45:00,25
129,2023-06-26 15:30:00,22
130,2023-06-26 15:15:00,22
131,2023-06-26 15:00:00,25
132,2023-06-26 14:45:00,30
133,2023-06-26 14:30:00,26
134,2023-06-26 14:15:00,27
135,2023-06-26 14:00:00,24
136,2023-06-26 13:45:00,25
137,2023-06-26 13:30:00,23
138,2023-06-26 13:15:00,40
139,2023-06-26 13:00:00,24
140,2023-06-26 12:45:00,36
141,2023-06-26 12:30:00,34
142,2023-06-26 12:15:00,38
143,2023-06-26 12:00:00,37
144,2023-06-26 11:45:00,21
145,2023-06-26 11:30:00,15
146,2023-06-26 11:15:00,14
147,2023-06-26 11:00:00,11
148,2023-06-26 10:45:00,20
149,2023-06-26 10:30:00,11
150,2023-06-26 10:15:00,13
151,2023-06-26 10:00:00,12
152,2023-06-26 09:45:00,14
153,2023-06-26 09:30:00,15
154,2023-06-26 09:15:00,15
155,2023-06-26 09:00:00,21
156,2023-06-26 08:45:00,6
157,2023-06-26 08:30:00,8
158,2023-06-26 08:15:00,7
159,2023-06-26 08:00:00,9
160,2023-06-26 07:45:00,5
161,2023-06-26 07:30:00,3
162,2023-06-26 07:15:00,4
163,2023-06-26 07:00:00,2
164,2023-06-26 06:45:00,1
165,2023-06-26 06:30:00,1
166,2023-06-26 06:15:00,3
167,2023-06-26 06:00:00,3
168,2023-06-26 05:45:00,3
169,2023-06-26 05:30:00,2
170,2023-06-26 05:15:00,1
171,2023-06-26 05:00:00,1
172,2023-06-26 04:45:00,1
173,2023-06-26 04:30:00,1
174,2023-06-26 04:15:00,1
175,2023-06-26 04:00:00,1
176,2023-06-26 03:45:00,1
177,2023-06-26 03:30:00,1
178,2023-06-26 03:15:00,1
179,2023-06-26 03:00:00,1
180,2023-06-26 02:45:00,1
181,2023-06-26 02:30:00,1
182,2023-06-26 02:15:00,1
183,2023-06-26 02:00:00,1
184,2023-06-26 01:45:00,2
185,2023-06-26 01:30:00,2
186,2023-06-26 01:15:00,5
187,2023-06-26 01:00:00,5
188,2023-06-26 00:45:00,10
189,2023-06-26 00:30:00,10
190,2023-06-26 00:15:00,6
191,2023-06-26 00:00:00,11
192,2023-06-25 23:45:00,14
193,2023-06-25 23:30:00,15
194,2023-06-25 23:15:00,11
195,2023-06-25 23:00:00,16
196,2023-06-25 22:45:00,22
197,2023-06-25 22:30:00,24
198,2023-06-25 22:15:00,21
199,2023-06-25 22:00:00,26
200,2023-06-25 21:45:00,39
201,2023-06-25 21:30:00,31
202,2023-06-25 21:15:00,32
203,2023-06-25 21:00:00,33
204,2023-06-25 20:45:00,50
205,2023-06-25 20:30:00,42
206,2023-06-25 20:15:00,50
207,2023-06-25 20:00:00,48
208,2023-06-25 19:45:00,31
209,2023-06-25 19:30:00,31
210,2023-06-25 19:15:00,35
211,2023-06-25 19:00:00,38
212,2023-06-25 18:45:00,36
213,2023-06-25 18:30:00,31
214,2023-06-25 18:15:00,38
215,2023-06-25 18:00:00,39
216,2023-06-25 17:45:00,21
217,2023-06-25 17:30:00,25
218,2023-06-25 17:15:00,26
219,2023-06-25 17:00:00,24
220,2023-06-25 16:45:00,29
221,2023-06-25 16:30:00,27
222,2023-06-25 16:15:00,29
223,2023-06-25 16:00:00,23
224,2023-06-25 15:45:00,29
225,2023-06-25 15:30:00,26
226,2023-06-25 15:15:00,30
227,2023-06-25 15:00:00,23
228,2023-06-25 14:45:00,25
229,2023-06-25 14:30:00,27
230,2023-06-25 14:15:00,30
231,2023-06-25 14:00:00,21
232,2023-06-25 13:45:00,34
233,2023-06-25 13:30:00,35
234,2023-06-25 13:15:00,40
235,2023-06-25 13:00:00,41
236,2023-06-25 12:45:00,22
237,2023-06-25 12:30:00,21
238,2023-06-25 12:15:00,33
239,2023-06-25 12:00:00,34
240,2023-06-25 11:45:00,14
241,2023-06-25 11:30:00,11
242,2023-06-25 11:15:00,20
243,2023-06-25 11:00:00,18
244,2023-06-25 10:45:00,12
245,2023-06-25 10:30:00,11
246,2023-06-25 10:15:00,11
247,2023-06-25 10:00:00,17
248,2023-06-25 09:45:00,21
249,2023-06-25 09:30:00,18
250,2023-06-25 09:15:00,19
251,2023-06-25 09:00:00,20
252,2023-06-25 08:45:00,9
253,2023-06-25 08:30:00,10
254,2023-06-25 08:15:00,7
255,2023-06-25 08:00:00,6
256,2023-06-25 07:45:00,4
257,2023-06-25 07:30:00,2
258,2023-06-25 07:15:00,3
259,2023-06-25 07:00:00,5
260,2023-06-25 06:45:00,4
261,2023-06-25 06:30:00,4
262,2023-06-25 06:15:00,1
263,2023-06-25 06:00:00,4
264,2023-06-25 05:45:00,1
265,2023-06-25 05:30:00,3
266,2023-06-25 05:15:00,3
267,2023-06-25 05:00:00,3
268,2023-06-25 04:45:00,1
269,2023-06-25 04:30:00,1
270,2023-06-25 04:15:00,1
271,2023-06-25 04:00:00,1
272,2023-06-25 03:45:00,1
273,2023-06-25 03:30:00,1
274,2023-06-25 03:15:00,1
275,2023-06-25 03:00:00,1
276,2023-06-25 02:45:00,1
277,2023-06-25 02:30:00,1
278,2023-06-25 02:15:00,1
279,2023-06-25 02:00:00,1
280,2023-06-25 01:45:00,1
281,2023-06-25 01:30:00,3
282,2023-06-25 01:15:00,5
283,2023-06-25 01:00:00,3
284,2023-06-25 00:45:00,6
285,2023-06-25 00:30:00,10
286,2023-06-25 00:15:00,10
287,2023-06-25 00:00:00,7
288,2023-06-24 23:45:00,13
289,2023-06-24 23:30:00,14
290,2023-06-24 23:15:00,14
291,2023-06-24 23:00:00,16
292,2023-06-24 22:45:00,21
293,2023-06-24 22:30:00,21
294,2023-06-24 22:15:00,22
295,2023-06-24 22:00:00,23
296,2023-06-24 21:45:00,31
297,2023-06-24 21:30:00,39
298,2023-06-24 21:15:00,37
299,2023-06-24 21:00:00,36
300,2023-06-24 20:45:00,45
301,2023-06-24 20:30:00,41
302,2023-06-24 20:15:00,43
303,2023-06-24 20:00:00,42
304,2023-06-24 19:45:00,36
305,2023-06-24 19:30:00,37
306,2023-06-24 19:15:00,35
307,2023-06-24 19:00:00,34
308,2023-06-24 18:45:00,34
309,2023-06-24 18:30:00,38
310,2023-06-24 18:15:00,37
311,2023-06-24 18:00:00,35
312,2023-06-24 17:45:00,24
313,2023-06-24 17:30:00,26
314,2023-06-24 17:15:00,23
315,2023-06-24 17:00:00,21
316,2023-06-24 16:45:00,23
317,2023-06-24 16:30:00,25
318,2023-06-24 16:15:00,30
319,2023-06-24 16:00:00,29
320,2023-06-24 15:45:00,27
321,2023-06-24 15:30:00,24
322,2023-06-24 15:15:00,25
323,2023-06-24 15:00:00,23
324,2023-06-24 14:45:00,22
325,2023-06-24 14:30:00,30
326,2023-06-24 14:15:00,28
327,2023-06-24 14:00:00,25
328,2023-06-24 13:45:00,33
329,2023-06-24 13:30:00,27
330,2023-06-24 13:15:00,27
331,2023-06-24 13:00:00,30
332,2023-06-24 12:45:00,31
333,2023-06-24 12:30:00,30
334,2023-06-24 12:15:00,31
335,2023-06-24 12:00:00,32
336,2023-06-24 11:45:00,20
337,2023-06-24 11:30:00,16
338,2023-06-24 11:15:00,11
339,2023-06-24 11:00:00,20
340,2023-06-24 10:45:00,20
341,2023-06-24 10:30:00,15
342,2023-06-24 10:15:00,16
343,2023-06-24 10:00:00,15
344,2023-06-24 09:45:00,17
345,2023-06-24 09:30:00,12
346,2023-06-24 09:15:00,18
347,2023-06-24 09:00:00,18
348,2023-06-24 08:45:00,6
349,2023-06-24 08:30:00,10
350,2023-06-24 08:15:00,11
351,2023-06-24 08:00:00,6
352,2023-06-24 07:45:00,3
353,2023-06-24 07:30:00,4
354,2023-06-24 07:15:00,3
355,2023-06-24 07:00:00,5
356,2023-06-24 06:45:00,2
357,2023-06-24 06:30:00,2
358,2023-06-24 06:15:00,2
359,2023-06-24 06:00:00,2
360,2023-06-24 05:45:00,3
361,2023-06-24 05:30:00,1
362,2023-06-24 05:15:00,3
363,2023-06-24 05:00:00,3
364,2023-06-24 04:45:00,1
365,2023-06-24 04:30:00,1
366,2023-06-24 04:15:00,1
367,2023-06-24 04:00:00,1
368,2023-06-24 03:45:00,1
369,2023-06-24 03:30:00,1
370,2023-06-24 03:15:00,1
371,2023-06-24 03:00:00,1
372,2023-06-24 02:45:00,1
373,2023-06-24 02:30:00,1
374,2023-06-24 02:15:00,1
375,2023-06-24 02:00:00,1
376,2023-06-24 01:45:00,3
377,2023-06-24 01:30:00,5
378,2023-06-24 01:15:00,2
379,2023-06-24 01:00:00,5
380,2023-06-24 00:45:00,10
381,2023-06-24 00:30:00,11
382,2023-06-24 00:15:00,10
383,2023-06-24 00:00:00,7
384,2023-06-23 23:45:00,12
385,2023-06-23 23:30:00,14
386,2023-06-23 23:15:00,12
387,2023-06-23 23:00:00,13
388,2023-06-23 22:45:00,25
389,2023-06-23 22:30:00,24
390,2023-06-23 22:15:00,22
391,2023-06-23 22:00:00,25
392,2023-06-23 21:45:00,39
393,2023-06-23 21:30:00,38
394,2023-06-23 21:15:00,31
395,2023-06-23 21:00:00,35
396,2023-06-23 20:45:00,44
397,2023-06-23 20:30:00,48
398,2023-06-23 20:15:00,45
399,2023-06-23 20:00:00,49
400,2023-06-23 19:45:00,40
401,2023-06-23 19:30:00,39
402,2023-06-23 19:15:00,39
403,2023-06-23 19:00:00,34
404,2023-06-23 18:45:00,31
405,2023-06-23 18:30:00,36
406,2023-06-23 18:15:00,33
407,2023-06-23 18:00:00,36
408,2023-06-23 17:45:00,24
409,2023-06-23 17:30:00,24
410,2023-06-23 17:15:00,25
411,2023-06-23 17:00:00,21
412,2023-06-23 16:45:00,22
413,2023-06-23 16:30:00,27
414,2023-06-23 16:15:00,21
415,2023-06-23 16:00:00,25
416,2023-06-23 15:45:00,25
417,2023-06-23 15:30:00,26
418,2023-06-23 15:15:00,21
419,2023-06-23 15:00:00,27
420,2023-06-23 14:45:00,25
421,2023-06-23 14:30:00,22
422,2023-06-23 14:15:00,24
423,2023-06-23 14:00:00,27
424,2023-06-23 13:45:00,25
425,2023-06-23 13:30:00,39
426,2023-06-23 13:15:00,40
427,2023-06-23 13:00:00,40
428,2023-06-23 12:45:00,36
429,2023-06-23 12:30:00,38
430,2023-06-23 12:15:00,34
431,2023-06-23 12:00:00,35
432,2023-06-23 11:45:00,21
433,2023-06-23 11:30:00,13
434,2023-06-23 11:15:00,12
435,2023-06-23 11:00:00,19
436,2023-06-23 10:45:00,20
437,2023-06-23 10:30:00,17
438,2023-06-23 10:15:00,13
439,2023-06-23 10:00:00,11
440,2023-06-23 09:45:00,21
441,2023-06-23 09:30:00,18
442,2023-06-23 09:15:00,11
443,2023-06-23 09:00:00,21
444,2023-06-23 08:45:00,10
445,2023-06-23 08:30:00,7
446,2023-06-23 08:15:00,9
447,2023-06-23 08:00:00,7
448,2023-06-23 07:45:00,5
449,2023-06-23 07:30:00,4
450,2023-06-23 07:15:00,2
451,2023-06-23 07:00:00,4
452,2023-06-23 06:45:00,1
453,2023-06-23 06:30:00,1
454,2023-06-23 06:15:00,1
455,2023-06-23 06:00:00,1
456,2023-06-23 05:45:00,2
457,2023-06-23 05:30:00,3
458,2023-06-23 05:15:00,3
459,2023-06-23 05:00:00,3
460,2023-06-23 04:45:00,1
461,2023-06-23 04:30:00,1
462,2023-06-23 04:15:00,1
463,2023-06-23 04:00:00,1
464,2023-06-23 03:45:00,1
465,2023-06-23 03:30:00,1
466,2023-06-23 03:15:00,1
467,2023-06-23 03:00:00,1
468,2023-06-23 02:45:00,1
469,2023-06-23 02:30:00,1
470,2023-06-23 02:15:00,1
471,2023-06-23 02:00:00,1
472,2023-06-23 01:45:00,3
473,2023-06-23 01:30:00,1
474,2023-06-23 01:15:00,4
475,2023-06-23 01:00:00,1
476,2023-06-23 00:45:00,9
477,2023-06-23 00:30:00,10
478,2023-06-23 00:15:00,11
479,2023-06-23 00:00:00,6
480,2023-06-22 23:45:00,13
481,2023-06-22 23:30:00,13
482,2023-06-22 23:15:00,12
483,2023-06-22 23:00:00,12
484,2023-06-22 22:45:00,25
485,2023-06-22 22:30:00,26
486,2023-06-22 22:15:00,22
487,2023-06-22 22:00:00,25
488,2023-06-22 21:45:00,32
489,2023-06-22 21:30:00,33
490,2023-06-22 21:15:00,39
491,2023-06-22 21:00:00,41
492,2023-06-22 20:45:00,51
493,2023-06-22 20:30:00,45
494,2023-06-22 20:15:00,47
495,2023-06-22 20:00:00,43
496,2023-06-22 19:45:00,41
497,2023-06-22 19:30:00,31
498,2023-06-22 19:15:00,33
499,2023-06-22 19:00:00,35
500,2023-06-22 18:45:00,38
501,2023-06-22 18:30:00,39
502,2023-06-22 18:15:00,34
503,2023-06-22 18:00:00,33
504,2023-06-22 17:45:00,24
505,2023-06-22 17:30:00,21
506,2023-06-22 17:15:00,21
507,2023-06-22 17:00:00,23
508,2023-06-22 16:45:00,26
509,2023-06-22 16:30:00,31
510,2023-06-22 16:15:00,28
511,2023-06-22 16:00:00,27
512,2023-06-22 15:45:00,28
513,2023-06-22 15:30:00,27
514,2023-06-22 15:15:00,28
515,2023-06-22 15:00:00,28
516,2023-06-22 14:45:00,30
517,2023-06-22 14:30:00,21
518,2023-06-22 14:15:00,23
519,2023-06-22 14:00:00,25
520,2023-06-22 13:45:00,41
521,2023-06-22 13:30:00,35
522,2023-06-22 13:15:00,35
523,2023-06-22 13:00:00,29
524,2023-06-22 12:45:00,33
525,2023-06-22 12:30:00,39
526,2023-06-22 12:15:00,34
527,2023-06-22 12:00:00,38
528,2023-06-22 11:45:00,19
529,2023-06-22 11:30:00,13
530,2023-06-22 11:15:00,20
531,2023-06-22 11:00:00,11
532,2023-06-22 10:45:00,11
533,2023-06-22 10:30:00,16
534,2023-06-22 10:15:00,17
535,2023-06-22 10:00:00,20
536,2023-06-22 09:45:00,19
537,2023-06-22 09:30:00,18
538,2023-06-22 09:15:00,17
539,2023-06-22 09:00:00,21
540,2023-06-22 08:45:00,7
541,2023-06-22 08:30:00,7
542,2023-06-22 08:15:00,6
543,2023-06-22 08:00:00,9
544,2023-06-22 07:45:00,5
545,2023-06-22 07:30:00,5
546,2023-06-22 07:15:00,2
547,2023-06-22 07:00:00,3
548,2023-06-22 06:45:00,3
549,2023-06-22 06:30:00,4
550,2023-06-22 06:15:00,4
551,2023-06-22 06:00:00,2
552,2023-06-22 05:45:00,3
553,2023-06-22 05:30:00,2
554,2023-06-22 05:15:00,1
555,2023-06-22 05:00:00,3
556,2023-06-22 04:45:00,1
557,2023-06-22 04:30:00,1
558,2023-06-22 04:15:00,1
559,2023-06-22 04:00:00,1
560,2023-06-22 03:45:00,1
561,2023-06-22 03:30:00,1
562,2023-06-22 03:15:00,1
563,2023-06-22 03:00:00,1
564,2023-06-22 02:45:00,1
565,2023-06-22 02:30:00,1
566,2023-06-22 02:15:00,1
567,2023-06-22 02:00:00,1
568,2023-06-22 01:45:00,2
569,2023-06-22 01:30:00,5
570,2023-06-22 01:15:00,2
571,2023-06-22 01:00:00,5
572,2023-06-22 00:45:00,9
573,2023-06-22 00:30:00,11
574,2023-06-22 00:15:00,11
575,2023-06-22 00:00:00,7
576,2023-06-21 23:45:00,13
577,2023-06-21 23:30:00,11
578,2023-06-21 23:15:00,14
579,2023-06-21 23:00:00,12
580,2023-06-21 22:45:00,25
581,2023-06-21 22:30:00,24
582,2023-06-21 22:15:00,21
583,2023-06-21 22:00:00,23
584,2023-06-21 21:45:00,39
585,2023-06-21 21:30:00,32
586,2023-06-21 21:15:00,31
587,2023-06-21 21:00:00,40
588,2023-06-21 20:45:00,46
589,2023-06-21 20:30:00,50
590,2023-06-21 20:15:00,43
591,2023-06-21 20:00:00,41
592,2023-06-21 19:45:00,41
593,2023-06-21 19:30:00,35
594,2023-06-21 19:15:00,40
595,2023-06-21 19:00:00,34
596,2023-06-21 18:45:00,34
597,2023-06-21 18:30:00,31
598,2023-06-21 18:15:00,39
599,2023-06-21 18:00:00,31
600,2023-06-21 17:45:00,26
601,2023-06-21 17:30:00,26
602,2023-06-21 17:15:00,21
603,2023-06-21 17:00:00,26
604,2023-06-21 16:45:00,28
605,2023-06-21 16:30:00,26
606,2023-06-21 16:15:00,21
607,2023-06-21 16:00:00,25
608,2023-06-21 15:45:00,22
609,2023-06-21 15:30:00,28
610,2023-06-21 15:15:00,29
611,2023-06-21 15:00:00,24
612,2023-06-21 14:45:00,25
613,2023-06-21 14:30:00,25
614,2023-06-21 14:15:00,26
615,2023-06-21 14:00:00,31
616,2023-06-21 13:45:00,30
617,2023-06-21 13:30:00,30
618,2023-06-21 13:15:00,41
619,2023-06-21 13:00:00,27
620,2023-06-21 12:45:00,40
621,2023-06-21 12:30:00,32
622,2023-06-21 12:15:00,28
623,2023-06-21 12:00:00,41
624,2023-06-21 11:45:00,14
625,2023-06-21 11:30:00,21
626,2023-06-21 11:15:00,21
627,2023-06-21 11:00:00,21
628,2023-06-21 10:45:00,11
629,2023-06-21 10:30:00,14
630,2023-06-21 10:15:00,15
631,2023-06-21 10:00:00,18
632,2023-06-21 09:45:00,18
633,2023-06-21 09:30:00,18
634,2023-06-21 09:15:00,13
635,2023-06-21 09:00:00,11
636,2023-06-21 08:45:00,9
637,2023-06-21 08:30:00,9
638,2023-06-21 08:15:00,10
639,2023-06-21 08:00:00,9
640,2023-06-21 07:45:00,3
641,2023-06-21 07:30:00,4
642,2023-06-21 07:15:00,4
643,2023-06-21 07:00:00,3
644,2023-06-21 06:45:00,2
645,2023-06-21 06:30:00,3
646,2023-06-21 06:15:00,2
647,2023-06-21 06:00:00,2
648,2023-06-21 05:45:00,3
649,2023-06-21 05:30:00,3
650,2023-06-21 05:15:00,2
651,2023-06-21 05:00:00,2
652,2023-06-21 04:45:00,1
653,2023-06-21 04:30:00,1
654,2023-06-21 04:15:00,1
655,2023-06-21 04:00:00,1
656,2023-06-21 03:45:00,1
657,2023-06-21 03:30:00,1
658,2023-06-21 03:15:00,1
659,2023-06-21 03:00:00,1
660,2023-06-21 02:45:00,1
661,2023-06-21 02:30:00,1
662,2023-06-21 02:15:00,1
663,2023-06-21 02:00:00,1
664,2023-06-21 01:45:00,6
665,2023-06-21 01:30:00,4
666,2023-06-21 01:15:00,3
667,2023-06-21 01:00:00,4
668,2023-06-21 00:45:00,10
669,2023-06-21 00:30:00,8
670,2023-06-21 00:15:00,7
671,2023-06-21 00:00:00,9
672,2023-06-20 23:45:00,16
673,2023-06-20 23:30:00,11
674,2023-06-20 23:15:00,15
675,2023-06-20 23:00:00,14
676,2023-06-20 22:45:00,21
677,2023-06-20 22:30:00,24
678,2023-06-20 22:15:00,26
679,2023-06-20 22:00:00,24
680,2023-06-20 21:45:00,35
681,2023-06-20 21:30:00,39
682,2023-06-20 21:15:00,34
683,2023-06-20 21:00:00,38
684,2023-06-20 20:45:00,48
685,2023-06-20 20:30:00,42
686,2023-06-20 20:15:00,45
687,2023-06-20 20:00:00,42
688,2023-06-20 19:45:00,35
689,2023-06-20 19:30:00,40
690,2023-06-20 19:15:00,34
691,2023-06-20 19:00:00,32
692,2023-06-20 18:45:00,40
693,2023-06-20 18:30:00,34
694,2023-06-20 18:15:00,36
695,2023-06-20 18:00:00,41
696,2023-06-20 17:45:00,25
697,2023-06-20 17:30:00,23
698,2023-06-20 17:15:00,25
699,2023-06-20 17:00:00,26
700,2023-06-20 16:45:00,25
701,2023-06-20 16:30:00,29
702,2023-06-20 16:15:00,29
703,2023-06-20 16:00:00,27
704,2023-06-20 15:45:00,22
705,2023-06-20 15:30:00,24
706,2023-06-20 15:15:00,29
707,2023-06-20 15:00:00,26
708,2023-06-20 14:45:00,22
709,2023-06-20 14:30:00,29
710,2023-06-20 14:15:00,22
711,2023-06-20 14:00:00,24
712,2023-06-20 13:45:00,21
713,2023-06-20 13:30:00,38
714,2023-06-20 13:15:00,28
715,2023-06-20 13:00:00,40
716,2023-06-20 12:45:00,37
717,2023-06-20 12:30:00,24
718,2023-06-20 12:15:00,27
719,2023-06-20 12:00:00,33
720,2023-06-20 11:45:00,12
721,2023-06-20 11:30:00,20
722,2023-06-20 11:15:00,20
723,2023-06-20 11:00:00,21
724,2023-06-20 10:45:00,15
725,2023-06-20 10:30:00,17
726,2023-06-20 10:15:00,15
727,2023-06-20 10:00:00,14
728,2023-06-20 09:45:00,14
729,2023-06-20 09:30:00,11
730,2023-06-20 09:15:00,14
731,2023-06-20 09:00:00,21
732,2023-06-20 08:45:00,11
733,2023-06-20 08:30:00,9
734,2023-06-20 08:15:00,6
735,2023-06-20 08:00:00,9
736,2023-06-20 07:45:00,3
737,2023-06-20 07:30:00,3
738,2023-06-20 07:15:00,4
739,2023-06-20 07:00:00,2
740,2023-06-20 06:45:00,2
741,2023-06-20 06:30:00,2
742,2023-06-20 06:15:00,4
743,2023-06-20 06:00:00,3
744,2023-06-20 05:45:00,3
745,2023-06-20 05:30:00,3
746,2023-06-20 05:15:00,3
747,2023-06-20 05:00:00,1
748,2023-06-20 04:45:00,1
749,2023-06-20 04:30:00,1
750,2023-06-20 04:15:00,1
751,2023-06-20 04:00:00,1
752,2023-06-20 03:45:00,1
753,2023-06-20 03:30:00,1
754,2023-06-20 03:15:00,1
755,2023-06-20 03:00:00,1
756,2023-06-20 02:45:00,1
757,2023-06-20 02:30:00,1
758,2023-06-20 02:15:00,1
759,2023-06-20 02:00:00,1
760,2023-06-20 01:45:00,5
761,2023-06-20 01:30:00,3
762,2023-06-20 01:15:00,2
763,2023-06-20 01:00:00,3
764,2023-06-20 00:45:00,10
765,2023-06-20 00:30:00,7
766,2023-06-20 00:15:00,9
767,2023-06-20 00:00:00,11
768,2023-06-19 23:45:00,16
769,2023-06-19 23:30:00,14
770,2023-06-19 23:15:00,13
771,2023-06-19 23:00:00,16
772,2023-06-19 22:45:00,26
773,2023-06-19 22:30:00,22
774,2023-06-19 22:15:00,22
775,2023-06-19 22:00:00,22
776,2023-06-19 21:45:00,40
777,2023-06-19 21:30:00,32
778,2023-06-19 21:15:00,39
779,2023-06-19 21:00:00,37
780,2023-06-19 20:45:00,50
781,2023-06-19 20:30:00,48
782,2023-06-19 20:15:00,42
783,2023-06-19 20:00:00,42
784,2023-06-19 19:45:00,32
785,2023-06-19 19:30:00,38
786,2023-06-19 19:15:00,32
787,2023-06-19 19:00:00,36
788,2023-06-19 18:45:00,39
789,2023-06-19 18:30:00,40
790,2023-06-19 18:15:00,40
791,2023-06-19 18:00:00,31
792,2023-06-19 17:45:00,26
793,2023-06-19 17:30:00,23
794,2023-06-19 17:15:00,26
795,2023-06-19 17:00:00,26
796,2023-06-19 16:45:00,27
797,2023-06-19 16:30:00,28
798,2023-06-19 16:15:00,29
799,2023-06-19 16:00:00,22
800,2023-06-19 15:45:00,27
801,2023-06-19 15:30:00,23
802,2023-06-19 15:15:00,30
803,2023-06-19 15:00:00,23
804,2023-06-19 14:45:00,31
805,2023-06-19 14:30:00,30
806,2023-06-19 14:15:00,29
807,2023-06-19 14:00:00,21
808,2023-06-19 13:45:00,27
809,2023-06-19 13:30:00,34
810,2023-06-19 13:15:00,26
811,2023-06-19 13:00:00,40
812,2023-06-19 12:45:00,28
813,2023-06-19 12:30:00,28
814,2023-06-19 12:15:00,33
815,2023-06-19 12:00:00,30
816,2023-06-19 11:45:00,15
817,2023-06-19 11:30:00,18
818,2023-06-19 11:15:00,16
819,2023-06-19 11:00:00,21
820,2023-06-19 10:45:00,16
821,2023-06-19 10:30:00,18
